num_not_lab_procedures,num_previous_emergencies,glipizide,0.012152623771756334
metformin-pioglitazone,num_current_medications,tolbutamide,0.003836738977957259
glimepiride-pioglitazone,num_lab_procedures,glipizide-metformin,0.02112442056338378
rosiglitazone,num_lab_procedures,num_inpatient_overnight_stays,0.03119307726398759
tolazamide,num_outpatient_appointments,acetohexamide,2.83500092646199E-5
diabetes_med_prescribed,gender,metformin,0.002501215497183467
num_previous_emergencies,metformin-pioglitazone,diabetes_med_prescribed,0.014451637118853894
glyburide,tolbutamide,metformin-pioglitazone,1.543017809543934E-5
race,num_previous_emergencies,readmitted,0.03107599605508477
nateglinide,num_inpatient_overnight_stays,pioglitazone,0.0038617571984558207
insulin,num_inpatient_overnight_stays,diabetes_med_prescribed,0.006199311107072422
num_not_lab_procedures,glimepiride-pioglitazone,change_in_meds,0.019043701146200447
pioglitazone,chlorpropamide,tolbutamide,6.501110008184711E-5
tolazamide,glimepiride,acarbose,0.006039885367342223
race,gender,troglitazone,0.02608236301897901
rosiglitazone,days_in_hospital,glipizide-metformin,0.0034340762409882752
nateglinide,glyburide-metformin,glipizide-metformin,0.01064644766877242
nateglinide,num_lab_procedures,troglitazone,0.013986544161522124
diabetes_med_prescribed,pioglitazone,glyburide-metformin,0.03493250065166945
num_outpatient_appointments,glipizide,glimepiride-pioglitazone,0.0077915067728955715
chlorpropamide,miglitol,metformin-pioglitazone,1.8862151250367675E-5
miglitol,days_in_hospital,tolazamide,0.004588265851921823
metformin-pioglitazone,days_in_hospital,troglitazone,0.03484064095980927
glyburide-metformin,glimepiride,metformin-pioglitazone,0.00238240602380623
tolazamide,gender,num_inpatient_overnight_stays,0.03408431030742818
troglitazone,race,age,0.027166290051980728
glimepiride,num_inpatient_overnight_stays,diabetes_med_prescribed,0.014431809748742362
diabetes_med_prescribed,rosiglitazone,glyburide-metformin,0.016953372140830886
metformin,acetohexamide,glipizide,0.005240881660936323
metformin-pioglitazone,age,num_not_lab_procedures,0.026564907182707265
num_inpatient_overnight_stays,nateglinide,glipizide-metformin,4.542569200083669E-4
